N1 : 4 
N2 : 4 
LINHAS : 256 
COLUNAS : 8 

MAXIMO_MUTACOES : 3 
NUMERO_MAX_GERACOES : 3000000 
GERACOES_SEM_MUDANCA : 300000 
PERSISTENCIA : 1000 
INDIVIDUOS_POR_GERACAO : 4 
QTD_CH : 2 

NUMERO_PORTAS : 5 
AND : 100 
OR : 200 
NAND : 300 NOR : 400 
XOR : 500 
LINHAS_NOS : 2 
COLUNAS_NOS : 5 
NUMERO_NOS : 18 


Matriz Topologia : 

9 11 13 15 17 
10 12 14 16 18 



A A A A B B B B |C0 C1|S0 |S1 |S2 |S3 |S4 |S5 |S6 |S7 |
1 0 1 0 0 1 0 0 | 1 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 
1 0 1 0 0 1 0 1 | 1 1 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 
1 0 1 0 0 1 1 0 | 1 1 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 
1 0 1 0 0 1 1 1 | 1 1 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 
1 0 1 0 1 0 0 0 | 0 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 
1 0 1 0 1 0 0 1 | 0 1 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 
1 0 1 0 1 0 1 0 | 1 1 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 
1 0 1 0 1 0 1 1 | 1 1 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 
1 0 1 0 1 1 0 0 | 1 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 
1 0 1 0 1 1 0 1 | 1 1 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 
1 0 1 0 1 1 1 0 | 1 1 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 
1 0 1 0 1 1 1 1 | 1 1 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 
1 0 1 1 0 0 0 0 | 0 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
1 0 1 1 0 0 0 1 | 0 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 
1 0 1 1 0 0 1 0 | 1 1 | 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 
1 0 1 1 0 0 1 1 | 1 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 
1 0 1 1 0 1 0 0 | 1 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 
1 0 1 1 0 1 0 1 | 1 1 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 
1 0 1 1 0 1 1 0 | 1 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 
1 0 1 1 0 1 1 1 | 1 1 | 0 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 
1 0 1 1 1 0 0 0 | 0 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 
1 0 1 1 1 0 0 1 | 0 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 
1 0 1 1 1 0 1 0 | 1 0 | 0 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 
1 0 1 1 1 0 1 1 | 1 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 
1 0 1 1 1 1 0 0 | 1 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 
1 0 1 1 1 1 0 1 | 1 0 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 
1 0 1 1 1 1 1 0 | 1 0 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 
1 0 1 1 1 1 1 1 | 1 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 
1 1 0 0 0 0 0 0 | 0 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
1 1 0 0 0 0 0 1 | 0 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 
1 1 0 0 0 0 1 0 | 1 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 
1 1 0 0 0 0 1 1 | 1 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 
1 1 0 0 0 1 0 0 | 1 1 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 
1 1 0 0 0 1 0 1 | 1 1 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 
1 1 0 0 0 1 1 0 | 1 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 
1 1 0 0 0 1 1 1 | 1 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 
1 1 0 0 1 0 0 0 | 0 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 
1 1 0 0 1 0 0 1 | 0 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 
1 1 0 0 1 0 1 0 | 1 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 
1 1 0 0 1 0 1 1 | 1 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 
1 1 0 0 1 1 0 0 | 1 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 
1 1 0 0 1 1 0 1 | 1 0 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 
1 1 0 0 1 1 1 0 | 1 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 
1 1 0 0 1 1 1 1 | 1 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 
1 1 0 1 0 0 0 0 | 0 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
1 1 0 1 0 0 0 1 | 0 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 
1 1 0 1 0 0 1 0 | 1 1 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 
1 1 0 1 0 0 1 1 | 1 1 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 
1 1 0 1 0 1 0 0 | 1 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 
1 1 0 1 0 1 0 1 | 1 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 
1 1 0 1 0 1 1 0 | 1 1 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 
1 1 0 1 0 1 1 1 | 1 1 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 
1 1 0 1 1 0 0 0 | 0 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 
1 1 0 1 1 0 0 1 | 0 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 
1 1 0 1 1 0 1 0 | 1 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 
1 1 0 1 1 0 1 1 | 1 0 | 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 
1 1 0 1 1 1 0 0 | 1 0 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 
1 1 0 1 1 1 0 1 | 1 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 1 | 
1 1 0 1 1 1 1 0 | 1 0 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 
1 1 0 1 1 1 1 1 | 1 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 
1 1 1 0 0 0 0 0 | 0 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
1 1 1 0 0 0 0 1 | 0 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 
1 1 1 0 0 0 1 0 | 1 1 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 
1 1 1 0 0 0 1 1 | 1 1 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 
1 1 1 0 0 1 0 0 | 1 1 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 
1 1 1 0 0 1 0 1 | 1 1 | 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 
1 1 1 0 0 1 1 0 | 1 1 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 
1 1 1 0 0 1 1 1 | 1 1 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 
1 1 1 0 1 0 0 0 | 0 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 
1 1 1 0 1 0 0 1 | 0 0 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 
1 1 1 0 1 0 1 0 | 1 0 | 1 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 
1 1 1 0 1 0 1 1 | 1 0 | 1 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 
1 1 1 0 1 1 0 0 | 1 0 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 
1 1 1 0 1 1 0 1 | 1 0 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 
1 1 1 0 1 1 1 0 | 1 0 | 1 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 
1 1 1 0 1 1 1 1 | 1 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 
1 1 1 1 0 0 0 0 | 0 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
1 1 1 1 0 0 0 1 | 0 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 
1 1 1 1 0 0 1 0 | 1 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 
1 1 1 1 0 0 1 1 | 1 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 
1 1 1 1 0 1 0 0 | 1 1 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 
1 1 1 1 0 1 0 1 | 1 1 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 
1 1 1 1 0 1 1 0 | 1 1 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 
1 1 1 1 0 1 1 1 | 1 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 
1 1 1 1 1 0 0 0 | 0 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 
1 1 1 1 1 0 0 1 | 0 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 
1 1 1 1 1 0 1 0 | 1 0 | 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 
1 1 1 1 1 0 1 1 | 1 0 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 1 | 
1 1 1 1 1 1 0 0 | 1 0 | 1 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 
1 1 1 1 1 1 0 1 | 1 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 
1 1 1 1 1 1 1 0 | 1 0 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 
1 1 1 1 1 1 1 1 | 1 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 


Apos avaliar 3000000 geracoes nao foi possivel encontrar um Individuo que solucionasse S2. 
Com um Rank de 1382 o melhor Individuo encontrado foi : 
1 | 6 7 200 | 1 2 200 | 8 5 500 | 10 5 200 | 7 12 200 | 5 9 200 | 5 12 500 | 9 10 100 | 5 10 100 | 12 3 100 | 16 | 1382
1 | 2 8 300 | 3 4 100 | 2 10 200 | 2 9 500 | 3 4 300 | 10 9 500 | 9 3 400 | 7 14 400 | 1 11 100 | 11 5 300 | 18 | -1


Situacao de cada porta do MUX00 : 
2 0 2 2 
Legenda 
porta travada em zero = 0 
porta travada em um = 1 
porta nao utilizada = -1 
porta com necessidade de mais um MUX = 2 

Numero de vezes que cada porta do MUX00 foi utilizada : 
26 86 54 90 


Trabalhando agora no MUX01 que entra na porta 0 do MUX00.
A seguir a parte da matriz que sera trabalhada neste MUX

A A A A B B B B |C0 C1|S0 |S1 |S2 |S3 |S4 |S5 |S6 |S7 |
------------------------------------------------------|
0 0 1 1 1 0 0 0 | 0 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 
0 0 1 1 1 0 0 1 | 0 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 
0 0 1 1 1 0 1 0 | 0 1 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 
0 0 1 1 1 0 1 1 | 0 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 
0 0 1 1 1 1 0 0 | 0 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 
0 0 1 1 1 1 0 1 | 0 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 
0 0 1 1 1 1 1 0 | 0 1 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 
0 0 1 1 1 1 1 1 | 0 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 
0 1 0 0 1 0 0 0 | 0 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 
0 1 0 0 1 0 0 1 | 0 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 
0 1 0 1 1 0 0 0 | 0 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 
0 1 0 1 1 0 0 1 | 0 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 
0 1 1 0 1 0 0 0 | 0 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 
0 1 1 0 1 0 0 1 | 0 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 
0 1 1 1 1 0 0 0 | 0 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 
0 1 1 1 1 0 0 1 | 0 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 
1 0 1 1 1 0 0 0 | 1 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 
1 0 1 1 1 0 0 1 | 1 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 
1 1 0 0 1 0 0 0 | 1 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 
1 1 0 0 1 0 0 1 | 1 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 
1 1 0 1 1 0 0 0 | 1 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 
1 1 0 1 1 0 0 1 | 1 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 
1 1 1 0 1 0 0 0 | 1 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 
1 1 1 0 1 0 0 1 | 1 0 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 
1 1 1 1 1 0 0 0 | 1 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 
1 1 1 1 1 0 0 1 | 1 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 




 Evolucao!!!!  Geracao: 1. 	 Melhor rank ate esta geracao: 20 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 1 400 | 5 1 100 | 2 10 100 | 3 7 300 | 7 9 300 | 1 10 100 | 2 4 300 | 7 10 200 | 14 8 400 | 14 11 500 | 1 | 20
1 | 4 1 200 | 6 8 100 | 3 2 400 | 4 7 300 | 5 2 300 | 1 2 100 | 3 7 100 | 11 10 100 | 14 12 100 | 12 2 500 | 7 | -1



 Evolucao!!!!  Geracao: 6. 	 Melhor rank ate esta geracao: 22 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 1 400 | 5 1 100 | 2 10 100 | 3 7 300 | 6 9 300 | 1 10 100 | 2 4 300 | 7 10 200 | 14 8 400 | 14 11 500 | 11 | 22
1 | 4 1 200 | 6 8 100 | 3 2 400 | 4 7 300 | 5 2 300 | 1 2 100 | 3 7 100 | 11 10 100 | 14 12 100 | 12 2 300 | 7 | -1



 Evolucao!!!!  Geracao: 10. 	 Melhor rank ate esta geracao: 27 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 1 400 | 5 1 100 | 2 10 100 | 3 7 300 | 6 9 300 | 1 10 100 | 2 1 300 | 7 10 200 | 14 8 400 | 14 11 500 | 11 | 27
1 | 4 1 200 | 6 8 100 | 3 2 400 | 4 7 400 | 5 2 300 | 1 2 100 | 3 7 100 | 11 10 100 | 14 12 100 | 12 2 300 | 16 | -1



 Evolucao!!!!  Geracao: 13. 	 Melhor rank ate esta geracao: 50 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 1 400 | 5 1 100 | 2 10 100 | 3 7 300 | 6 9 300 | 1 10 100 | 2 1 300 | 7 10 200 | 14 8 400 | 14 11 500 | 11 | 50
1 | 4 1 200 | 6 8 100 | 3 2 500 | 4 7 400 | 5 2 300 | 1 2 100 | 11 7 100 | 11 10 100 | 14 12 100 | 12 1 300 | 16 | -1



 Evolucao!!!!  Geracao: 14. 	 Melhor rank ate esta geracao: 83 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 3 400 | 5 1 100 | 9 10 100 | 3 7 300 | 6 9 300 | 1 10 100 | 2 1 300 | 7 10 200 | 14 8 400 | 14 11 500 | 11 | 83
1 | 4 1 200 | 2 8 100 | 3 2 500 | 4 7 400 | 5 2 300 | 1 2 100 | 11 7 100 | 11 10 100 | 14 12 100 | 12 1 300 | 16 | -1



 Evolucao!!!!  Geracao: 20. 	 Melhor rank ate esta geracao: 115 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 7 400 | 5 1 100 | 9 10 100 | 3 7 300 | 6 9 300 | 1 10 100 | 2 1 300 | 7 10 200 | 14 8 400 | 14 15 500 | 11 | 115
1 | 4 1 200 | 2 8 100 | 3 2 500 | 4 7 400 | 5 2 300 | 1 2 100 | 6 7 100 | 11 10 100 | 14 12 100 | 12 1 300 | 16 | -1



 Evolucao!!!!  Geracao: 24. 	 Melhor rank ate esta geracao: 139 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 7 400 | 5 1 100 | 9 10 100 | 3 7 300 | 6 9 300 | 1 10 100 | 2 1 200 | 7 10 200 | 14 8 400 | 14 15 500 | 11 | 139
1 | 4 1 200 | 2 8 100 | 6 2 500 | 4 7 400 | 5 2 300 | 1 2 100 | 6 7 100 | 11 12 100 | 14 12 100 | 12 1 300 | 16 | -1



 Evolucao!!!!  Geracao: 27. 	 Melhor rank ate esta geracao: 147 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 7 400 | 5 1 100 | 9 10 100 | 3 7 300 | 6 9 300 | 1 10 100 | 2 1 200 | 7 10 200 | 14 8 400 | 14 15 500 | 9 | 147
1 | 4 1 200 | 2 8 100 | 7 2 500 | 4 7 400 | 5 2 300 | 1 2 100 | 6 7 100 | 11 12 100 | 14 12 100 | 12 1 300 | 16 | -1



 Evolucao!!!!  Geracao: 38. 	 Melhor rank ate esta geracao: 202 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 7 400 | 5 1 100 | 9 10 100 | 3 7 300 | 6 9 300 | 1 10 100 | 2 1 200 | 7 10 200 | 14 8 400 | 14 8 500 | 9 | 202
1 | 4 1 200 | 2 8 100 | 7 2 500 | 4 7 400 | 5 2 300 | 1 2 100 | 6 7 100 | 11 12 100 | 14 12 100 | 12 1 300 | 6 | -1



 Evolucao!!!!  Geracao: 1382. 	 Melhor rank ate esta geracao: 265 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 3 100 | 5 1 100 | 9 10 100 | 3 7 300 | 6 9 300 | 1 10 100 | 2 1 200 | 7 10 200 | 7 8 400 | 14 8 500 | 9 | 265
1 | 4 1 200 | 2 8 100 | 7 2 500 | 4 7 400 | 5 2 300 | 1 2 100 | 6 7 100 | 11 12 100 | 14 12 100 | 12 1 300 | 6 | -1



 Evolucao!!!!  Geracao: 267952. 	 Melhor rank ate esta geracao: 298 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 3 100 | 5 1 100 | 9 10 100 | 3 7 300 | 6 9 300 | 11 10 100 | 2 1 200 | 7 10 200 | 7 8 400 | 14 15 500 | 18 | 298
1 | 4 1 200 | 2 8 100 | 7 2 500 | 4 7 400 | 5 2 300 | 1 2 100 | 6 7 100 | 11 12 100 | 14 12 100 | 12 1 300 | 6 | -1



 Evolucao!!!!  Geracao: 276621. 	 Melhor rank ate esta geracao: 315 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 8 100 | 5 1 100 | 9 10 100 | 3 7 300 | 6 9 300 | 11 10 100 | 2 6 200 | 7 10 200 | 7 8 400 | 14 15 500 | 18 | 315
1 | 4 1 200 | 2 8 100 | 7 2 500 | 4 7 400 | 5 2 300 | 1 2 100 | 1 7 100 | 11 12 100 | 14 12 100 | 12 1 300 | 6 | -1



 Evolucao!!!!  Geracao: 276637. 	 Melhor rank ate esta geracao: 322 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 8 100 | 5 1 100 | 9 10 100 | 3 7 300 | 6 9 300 | 11 10 100 | 2 6 200 | 7 10 200 | 7 8 400 | 14 15 500 | 18 | 322
1 | 4 1 200 | 2 8 100 | 7 2 500 | 2 7 400 | 5 2 300 | 1 2 100 | 1 7 100 | 11 12 500 | 14 12 100 | 12 1 300 | 18 | -1



 Evolucao!!!!  Geracao: 276638. 	 Melhor rank ate esta geracao: 323 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 8 100 | 5 1 100 | 9 10 100 | 3 7 300 | 3 9 300 | 11 10 100 | 2 6 200 | 7 10 200 | 7 8 400 | 14 15 500 | 18 | 323
1 | 4 1 200 | 2 8 100 | 8 2 500 | 2 9 400 | 5 2 300 | 1 2 100 | 1 7 100 | 11 12 500 | 14 12 100 | 12 1 300 | 18 | -1



 Evolucao!!!!  Geracao: 276643. 	 Melhor rank ate esta geracao: 341 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 8 100 | 5 1 100 | 9 3 100 | 3 7 300 | 3 9 300 | 11 10 100 | 2 6 200 | 7 10 200 | 7 8 400 | 14 15 500 | 18 | 341
1 | 4 1 200 | 2 8 100 | 8 2 500 | 2 9 400 | 5 8 300 | 1 2 100 | 1 7 100 | 11 12 500 | 14 12 100 | 12 1 300 | 18 | -1



 Evolucao!!!!  Geracao: 276649. 	 Melhor rank ate esta geracao: 355 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 8 100 | 5 1 100 | 9 3 100 | 3 7 300 | 3 9 300 | 11 10 100 | 2 6 200 | 7 10 200 | 7 8 400 | 14 15 500 | 18 | 355
1 | 4 1 200 | 2 8 100 | 8 2 500 | 2 9 400 | 5 8 300 | 1 2 100 | 1 7 100 | 11 12 500 | 14 12 100 | 12 1 500 | 18 | -1



 Evolucao!!!!  Geracao: 276674. 	 Melhor rank ate esta geracao: 385 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 8 100 | 5 1 100 | 9 3 100 | 3 7 300 | 3 9 300 | 11 10 100 | 2 6 200 | 7 10 200 | 7 8 400 | 14 15 500 | 18 | 385
1 | 4 1 200 | 2 8 100 | 8 2 500 | 2 9 400 | 5 8 300 | 1 2 100 | 1 7 400 | 11 12 500 | 14 12 100 | 12 11 500 | 18 | -1



 Evolucao!!!!  Geracao: 282173. 	 Melhor rank ate esta geracao: 393 	 Valor do Multiplicador de Mutacoes : 1 

1 | 4 8 100 | 4 1 100 | 9 3 100 | 3 7 300 | 3 9 300 | 11 10 100 | 2 6 200 | 7 10 200 | 7 8 400 | 14 15 500 | 18 | 393
1 | 6 1 200 | 2 8 100 | 8 2 500 | 2 9 400 | 5 8 300 | 1 2 100 | 1 7 400 | 11 12 500 | 14 12 100 | 12 11 100 | 18 | -1



A A A A B B B B |C0 C1|S0 |S1 |S2 |S3 |S4 |S5 |S6 |S7 |
------------------------------------------------------|
0 0 1 1 1 0 0 0 | 0 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 
0 0 1 1 1 0 0 1 | 0 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 
0 0 1 1 1 0 1 0 | 0 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 
0 0 1 1 1 0 1 1 | 0 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 
0 0 1 1 1 1 0 0 | 1 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 
0 0 1 1 1 1 0 1 | 1 0 | 0 | 0 | 1 | 0 | 0 | 1 | 1 | 1 | 
0 0 1 1 1 1 1 0 | 1 0 | 0 | 0 | 1 | 0 | 1 | 0 | 1 | 0 | 
0 0 1 1 1 1 1 1 | 1 1 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 
0 1 0 0 1 0 0 0 | 1 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 
0 1 0 0 1 0 0 1 | 1 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 
0 1 0 1 1 0 0 0 | 1 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 
0 1 0 1 1 0 0 1 | 1 0 | 0 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 
0 1 1 0 1 0 0 0 | 1 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 
0 1 1 0 1 0 0 1 | 1 0 | 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 
0 1 1 1 1 0 0 0 | 1 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 
0 1 1 1 1 0 0 1 | 1 0 | 0 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 
1 0 1 1 1 0 0 0 | 0 0 | 0 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 
1 0 1 1 1 0 0 1 | 1 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 1 | 
1 1 0 0 1 0 0 0 | 1 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 
1 1 0 0 1 0 0 1 | 1 0 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 
1 1 0 1 1 0 0 0 | 1 0 | 0 | 1 | 1 | 0 | 1 | 0 | 0 | 0 | 
1 1 0 1 1 0 0 1 | 1 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 
1 1 1 0 1 0 0 0 | 1 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 
1 1 1 0 1 0 0 1 | 1 0 | 0 | 1 | 1 | 1 | 1 | 1 | 1 | 0 | 
1 1 1 1 1 0 0 0 | 1 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 
1 1 1 1 1 0 0 1 | 0 0 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 


Encontrado na geracao : 282452 
Com Rank : 416 
Temos como Individuo que soluciona o MUX01 para o S2 : 
1 | 4 8 100 | 4 1 100 | 9 3 100 | 3 7 300 | 3 9 200 | 11 10 100 | 2 6 200 | 7 10 200 | 7 8 400 | 14 15 500 | 18 | 416
1 | 6 1 200 | 2 8 100 | 8 2 500 | 2 9 500 | 5 8 300 | 1 2 100 | 1 7 400 | 11 12 500 | 14 12 100 | 7 11 100 | 18 | -1


Situacao de cada porta do MUX01 : 
0 1 1 1 

Numero de vezes que cada porta do MUX01 foi utilizada : 
5 1 19 1 


Trabalhando agora no MUX03 que entra na porta 2 do MUX00.
A seguir a parte da matriz que sera trabalhada neste MUX

A A A A B B B B |C0 C1|S0 |S1 |S2 |S3 |S4 |S5 |S6 |S7 |
------------------------------------------------------|
